Spec,SubRelease,photon-3.0,photon-4.0,photon-5.0,photon-6.0,photon-common,photon-dev,photon-master,photon-main
python-decorator.spec,,4.4.2-1,4.4.2-2,5.2.1-2,5.1.1-2,,5.1.1-1,5.1.1-1,5.2.1-1
python-decorator.spec,90,,,5.1.1-2.1.1,,,,,
python-decorator.spec,91,,,,,,,,5.1.1-2.1
python-deepmerge.spec,,0.0.5-4,0.2.1-1,1.1.0-5,1.1.0-2,,1.1.0-1,1.1.0-1,1.1.0-4
python-deepmerge.spec,90,,,1.1.0-2.2.1,,,,,
python-deepmerge.spec,91,,,,,,,,1.1.0-2.2
python-defusedxml.spec,,0.5.0-3,0.6.0-2,,0.7.1-3,,0.7.1-2,0.7.1-2,0.7.1-4
python-defusedxml.spec,90,,,0.7.1-3.1.1,,,,,
python-defusedxml.spec,91,,,,,,,,0.7.1-3.1
python-dis3.spec,,0.1.3-1,,,,,,,
python-distlib.spec,,,0.3.1-3,0.3.6-5,0.3.6-3,,0.3.6-2,0.3.6-2,0.3.6-4
python-distlib.spec,90,,,0.3.6-3.1.1,,,,,
python-distlib.spec,91,,,,,,,,0.3.6-3.1
python-distro.spec,,1.5.0-1,1.5.0-2,1.7.0-4,1.7.0-2,,1.7.0-1,1.7.0-1,1.7.0-3
python-distro.spec,90,,,1.7.0-2.1.1,,,,,
python-distro.spec,91,,,,,,,,1.7.0-2.1
python-dnspython.spec,,1.15.0-3,2.0.0-3,2.6.1-4,2.6.1-2,,2.6.1-1,2.6.1-1,2.6.1-3
python-dnspython.spec,90,,,2.6.1-2.1.1,,,,,
python-dnspython.spec,91,,,,,,,,2.6.1-2.1
python-docopt.spec,,0.6.2-1,0.6.2-4,0.6.2-7,0.6.2-5,,0.6.2-4,0.6.2-4,0.6.2-6
python-docopt.spec,90,,,0.6.2-5.1.1,,,,,
python-docopt.spec,91,,,,,,,,0.6.2-5.1
python-docutils.spec,,0.14-1,0.16-3,0.19-5,0.19-3,,0.19-2,0.19-2,0.19-4
python-docutils.spec,90,,,0.19-3.1.1,,,,,
python-docutils.spec,91,,,,,,,,0.19-3.1
python-ecdsa.spec,,,0.16.0-2,,0.18.0-2,,0.18.0-2,0.18.0-2,0.18.0-3
python-ecdsa.spec,90,,,0.18.0-2.1.1,,,,,
python-ecdsa.spec,91,,,,,,,,0.18.0-2.1
python-email-validator.spec,,1.2.1-1,1.2.1-1,1.2.1-5,1.2.1-3,,1.2.1-2,1.2.1-2,1.2.1-4
python-email-validator.spec,90,,,1.2.1-3.1.1,,,,,
python-email-validator.spec,91,,,,,,,,1.2.1-3.1
python-enum.spec,,0.4.7-2,,,,,,,
python-enum34.spec,,1.1.6-2,,,,,,,
python-etcd.spec,,0.4.5-4,0.4.5-8,0.4.5-11,0.4.5-9,,0.4.5-9,0.4.5-9,0.4.5-10
python-etcd.spec,90,,,0.4.5-9.1.1,,,,,
python-etcd.spec,91,,,,,,,,0.4.5-9.1
python-ethtool.spec,,0.14-2,0.15-1,,0.15-2,,0.15-1,0.15-1,0.15-5
python-ethtool.spec,90,,,0.15-2.1.1,,,,,
python-ethtool.spec,91,,,,,,,,0.15-2.1
python-filelock.spec,,,3.0.12-3,3.8.0-5,3.8.0-2,,3.8.0-1,3.8.0-1,3.8.0-4
python-filelock.spec,90,,,3.8.0-3.1.1,,,,,
python-filelock.spec,91,,,,,,,,3.8.0-3.1
python-flit-core.spec,,,3.7.1-1,3.12.0-3,3.7.1-2,,3.9.0-1,3.9.0-1,3.12.0-2
python-flit-core.spec,90,,,3.7.1-2.1.1,,,,,
python-flit-core.spec,91,,,,,,,,3.7.1-2.1
python-fuse.spec,,0.3.1-2,1.0.2-2,,1.0.5-2,,1.0.5-1,1.0.5-1,1.0.9-1
python-fuse.spec,90,,,1.0.5-2.1.1,,,,,
python-fuse.spec,91,,,,,,,,1.0.5-2.1
python-future.spec,,0.18.2-1,,,,,,,
python-futures.spec,,3.2.0-1,,,,,,,
python-geomet.spec,,,0.3.0-1,0.3.0-4,0.3.0-2,,0.3.0-1,0.3.0-1,0.3.0-3
python-geomet.spec,90,,,0.3.0-2.1.1,,,,,
python-geomet.spec,91,,,,,,,,0.3.0-2.1
python-gevent.spec,,1.3.6-2,21.8.0-3,25.9.1-2,23.9.1-2,,23.7.0-2,23.7.0-2,25.9.1-1
python-gevent.spec,90,,,23.9.1-2.1.1,,,,,
python-gevent.spec,91,,,,,,,,23.9.1-2.1
python-google-auth.spec,,,,2.32.0-4,2.32.0-2,,2.32.0-1,2.32.0-1,2.32.0-3
python-google-auth.spec,90,,,2.32.0-2.1.1,,,,,
python-google-auth.spec,91,,,,,,,,2.32.0-2.1
python-graphviz.spec,,0.9-1,0.14.2-2,0.20.1-5,0.20.1-3,,0.20.1-2,0.20.1-2,0.20.1-4
python-graphviz.spec,90,,,0.20.1-3.1.1,,,,,
python-graphviz.spec,91,,,,,,,,0.20.1-3.1
python-greenlet.spec,,0.4.15-2,1.1.2-1,3.3.1-2,2.0.0-2,,2.0.0-1,2.0.0-1,3.3.1-1
python-greenlet.spec,90,,,2.0.0-2.1.1,,,,,
python-greenlet.spec,91,,,,,,,,2.0.0-2.1
python-hatch-fancy-pypi-readme.spec,,,,25.1.0-1,22.8.0-2,,22.8.0-1,22.8.0-1,22.8.0-3
python-hatch-fancy-pypi-readme.spec,90,,,22.8.0-2.1.1,,,,,
python-hatch-fancy-pypi-readme.spec,91,,,,,,,,22.8.0-2.1
python-hatch-vcs.spec,,,,0.2.0-4,0.2.0-2,,0.2.0-1,0.2.0-1,0.2.0-3
python-hatch-vcs.spec,90,,,0.2.0-2.1.1,,,,,
python-hatch-vcs.spec,91,,,,,,,,0.2.0-2.1
python-hatchling.spec,,,,,1.11.1-2,,1.11.1-1,1.11.1-1,
python-hatchling.spec,90,,,1.11.1-2.1.1,,,,,
python-hatchling.spec,91,,,,,,,,1.11.1-2.1
python-hyperlink.spec,,18.0.0-3,20.0.1-3,21.0.0-4,21.0.0-2,,21.0.0-2,21.0.0-2,21.0.0-3
python-hyperlink.spec,91,,,21.0.0-2.1,,,,,21.0.0-2.1
python-hypothesis.spec,,3.71.0-1,5.41.1-3,6.54.4-4,6.54.4-2,,6.54.4-1,6.54.4-1,6.54.4-3
python-hypothesis.spec,90,,,6.54.4-2.1.1,,,,,
python-hypothesis.spec,91,,,,,,,,6.54.4-2.1
python-idna.spec,,2.7-1,2.10-3,3.3-6,3.3-4,,3.3-2,3.3-2,3.3-5
python-idna.spec,90,,,3.3-4.1.1,,,,,
python-idna.spec,91,,,,,,,,3.3-4.1
python-imagesize.spec,,1.1.0-2,1.2.0-3,1.4.1-4,1.4.1-2,,1.4.1-1,1.4.1-1,1.4.1-3
python-imagesize.spec,90,,,1.4.1-2.1.1,,,,,
python-imagesize.spec,91,,,,,,,,1.4.1-2.1
python-importlib-metadata.spec,,4.13.0-1,6.0.0-1,6.0.0-5,6.0.0-3,,6.0.0-2,6.0.0-2,6.0.0-4
python-importlib-metadata.spec,90,,,6.0.0-3.1.1,,,,,
python-importlib-metadata.spec,91,,,,,,,,6.0.0-3.1
python-incremental.spec,,17.5.0-1,21.3.0-1,24.7.2-3,24.7.2-1,,21.3.0-1,21.3.0-1,24.7.2-2
python-incremental.spec,90,,,24.7.2-1.1.1,,,,,
python-incremental.spec,91,,,,,,,,24.7.2-1.1
python-iniconfig.spec,,,1.1.1-3,,1.1.1-4,,1.1.1-3,1.1.1-3,
python-iniconfig.spec,90,,,1.1.1-4.1.1,,,,,
python-iniconfig.spec,91,,,,,,,,1.1.1-4.1
python-iniparse.spec,,0.4-6,0.5-2,,0.5-3,,0.5-2,0.5-2,
python-iniparse.spec,90,,,0.5-3.1.1,,,,,
python-iniparse.spec,91,,,,,,,,0.5-3.1
python-installer.spec,,,,0.7.0-2,,,0.7.0-1,0.7.0-1,0.7.0-1
python-ipaddr.spec,,2.2.0-1,2.2.0-3,,,,2.2.0-3,2.2.0-3,
python-ipaddress.spec,,1.0.22-2,1.0.23-2,,1.0.23-3,,1.0.23-2,1.0.23-2,
python-ipaddress.spec,90,,,1.0.23-3.1.1,,,,,
python-ipaddress.spec,91,,,,,,,,1.0.23-3.1
python-jinja2.spec,,2.10.3-1,3.1.6-1,3.1.6-4,3.1.6-2,,3.1.2-2,3.1.2-2,3.1.6-3
python-jinja2.spec,90,,,3.1.6-2.1.1,,,,,
python-jinja2.spec,91,,,,,,,,3.1.6-2.1
python-jmespath.spec,,0.9.3-2,0.10.0-4,1.0.1-5,1.0.1-3,,1.0.1-3,1.0.1-3,1.0.1-4
python-jmespath.spec,90,,,1.0.1-3.1.1,,,,,
python-jmespath.spec,91,,,,,,,,1.0.1-3.1
python-Js2Py.spec,,0.66-1,0.74-2,,0.74-3,,0.74-1,0.74-1,
python-Js2Py.spec,90,,,0.74-3.1.1,,,,,
python-Js2Py.spec,91,,,,,,,,0.74-3.1
python-jsonpatch.spec,,1.23-1,1.26-2,1.32-4,1.32-2,,1.32-1,1.32-1,1.32-3
python-jsonpatch.spec,90,,,1.32-2.1.1,,,,,
python-jsonpatch.spec,91,,,,,,,,1.32-2.1
python-jsonpointer.spec,,2.0-1,2.0-3,2.3-4,2.3-2,,2.3-1,2.3-1,2.3-3
python-jsonpointer.spec,90,,,2.3-2.1.1,,,,,
python-jsonpointer.spec,91,,,,,,,,2.3-2.1
python-jsonschema.spec,,2.6.0-1,3.2.0-3,4.16.0-4,4.16.0-2,,4.16.0-1,4.16.0-1,4.16.0-3
python-jsonschema.spec,90,,,4.16.0-2.1.1,,,,,
python-jsonschema.spec,91,,,,,,,,4.16.0-2.1
python-kubernetes.spec,,,,30.1.0-5,30.1.0-3,,30.1.0-2,30.1.0-2,30.1.0-4
python-kubernetes.spec,90,,,30.1.0-3.1.1,,,,,
python-kubernetes.spec,91,,,,,,,,30.1.0-3.1
python-linux-procfs.spec,,0.6.1-1,0.6.1-2,0.7.0-5,0.7.0-2,,0.7.0-1,0.7.0-1,0.7.0-3
python-linux-procfs.spec,90,,,0.7.0-2.1.1,,,,,
python-linux-procfs.spec,91,,,,,,,,0.7.0-2.1
python-lockfile.spec,,0.12.2-3,0.12.2-5,,0.12.2-6,,0.12.2-5,0.12.2-5,0.12.2-7
python-lockfile.spec,90,,,0.12.2-6.1.1,,,,,
python-lockfile.spec,91,,,,,,,,0.12.2-6.1
python-looseversion.spec,,,,,1.3.0-2,,1.3.0-1,1.3.0-1,
python-looseversion.spec,90,,,1.3.0-2.1.1,,,,,
python-looseversion.spec,91,,,,,,,,1.3.0-2.1
python-lxml.spec,,4.9.1-1,4.9.1-1,6.0.2-2,4.9.1-5,,4.9.1-5,4.9.1-5,6.0.2-1
python-lxml.spec,90,,,4.9.1-5.1.1,,,,,
python-lxml.spec,91,,,,,,,,4.9.1-5.1
python-M2Crypto.spec,,0.30.1-3,0.38.0-1,0.47.0-3,0.38.0-4,,0.38.0-4,0.38.0-4,0.47.0-2
python-M2Crypto.spec,90,,,0.38.0-4.1.1,,,,,
python-M2Crypto.spec,91,,,,,,,,0.38.0-4.1
python-m2r.spec,,0.2.0-3,0.2.1-3,,,,,,
python-macholib.spec,,1.14-1,,,,,,,
python-mako.spec,,1.0.7-2,1.1.3-5,1.2.4-3,1.2.4-1,,1.2.1-1,1.2.1-1,1.2.4-2
python-mako.spec,90,,,1.2.4-1.1.1,,,,,
python-mako.spec,91,,,,,,,,1.2.4-1.1
python-markupsafe.spec,,1.1.1-1,2.1.1-1,,2.1.1-4,,2.1.1-2,2.1.1-2,
python-markupsafe.spec,90,,,2.1.1-4.1.1,,,,,
python-markupsafe.spec,91,,,,,,,,2.1.1-4.1
python-meson-python.spec,,,,0.19.0-2,,,,,0.19.0-1
python-mistune.spec,,0.8.3-1,0.8.4-2,3.2.0-2,2.0.5-2,,2.0.5-1,2.0.5-1,3.2.0-1
python-mistune.spec,90,,,2.0.5-2.1.1,,,,,
python-mistune.spec,91,,,,,,,,2.0.5-2.1
python-mock.spec,,,4.0.3-2,,4.0.3-3,,4.0.3-2,4.0.3-2,
python-mock.spec,90,,,4.0.3-3.1.1,,,,,
python-mock.spec,91,,,,,,,,4.0.3-3.1
python-more-itertools.spec,,,8.5.0-2,8.14.0-4,8.14.0-2,,8.14.0-1,8.14.0-1,8.14.0-3
python-more-itertools.spec,90,,,8.14.0-2.1.1,,,,,
python-more-itertools.spec,91,,,,,,,,8.14.0-2.1
python-msgpack.spec,,0.5.6-1,1.0.2-1,1.0.4-6,1.0.4-3,,1.0.4-2,1.0.4-2,1.0.4-5
python-msgpack.spec,90,,,1.0.4-3.1.1,,,,,
python-msgpack.spec,91,,,,,,,,1.0.4-3.1
python-ndg-httpsclient.spec,,0.5.1-2,0.5.1-5,0.5.1-8,0.5.1-6,,0.5.1-6,0.5.1-6,0.5.1-7
python-ndg-httpsclient.spec,90,,,0.5.1-6.1.1,,,,,
python-ndg-httpsclient.spec,91,,,,,,,,0.5.1-6.1
python-netaddr.spec,,0.7.19-7,0.8.0-3,0.8.0-5,0.8.0-3,,0.8.0-3,0.8.0-3,0.8.0-4
python-netaddr.spec,90,,,0.8.0-3.1.1,,,,,
python-netaddr.spec,91,,,,,,,,0.8.0-3.1
python-netifaces.spec,,0.10.9-1,0.10.9-3,,0.11.0-2,,0.11.0-1,0.11.0-1,0.11.0-3
python-netifaces.spec,90,,,0.11.0-2.1.1,,,,,
python-netifaces.spec,91,,,,,,,,0.11.0-2.1
python-networkx.spec,,,3.2-1,3.2-5,3.2-3,,3.2-1,3.2-1,3.2-4
python-networkx.spec,90,,,3.2-3.1.1,,,,,
python-networkx.spec,91,,,,,,,,3.2-3.1
python-nocasedict.spec,,,1.0.2-2,,1.0.4-3,,1.0.4-2,1.0.4-2,
python-nocasedict.spec,90,,,1.0.4-3.1.1,,,,,
python-nocasedict.spec,91,,,,,,,,1.0.4-3.1
python-nocaselist.spec,,,1.0.4-2,,1.0.6-3,,1.0.6-2,1.0.6-2,
python-nocaselist.spec,90,,,1.0.6-3.1.1,,,,,
python-nocaselist.spec,91,,,,,,,,1.0.6-3.1
python-ntplib.spec,,0.3.3-2,0.3.4-3,,0.4.0-4,,0.4.0-2,0.4.0-2,
python-ntplib.spec,90,,,0.4.0-4.1.1,,,,,0.4.0-4.1.1
python-numpy.spec,,1.15.1-4,1.23.4-1,2.4.2-3,1.23.4-3,,1.23.4-2,1.23.4-2,2.4.2-2
python-numpy.spec,90,,,1.23.4-3.1.1,,,,,
python-numpy.spec,91,,,,,,,,1.23.4-3.1
python-oauthlib.spec,,2.1.0-1,3.1.0-2,3.2.2-4,3.2.2-2,,3.2.2-1,3.2.2-1,3.2.2-3
python-oauthlib.spec,90,,,3.2.2-2.1.1,,,,,
python-oauthlib.spec,91,,,,,,,,3.2.2-2.1
python-packaging.spec,,17.1-3,25.0-2,25.0-3,25.0-1,,21.3-2,21.3-2,25.0-2
python-packaging.spec,90,,,25.0-1.1.1,,,,,
python-packaging.spec,91,,,,,,,,25.0-1.1
python-pam.spec,,1.8.2-2,1.8.4-2,2.0.2-4,2.0.2-2,,2.0.2-1,2.0.2-1,2.0.2-3
python-pam.spec,90,,,2.0.2-2.1.1,,,,,
python-pam.spec,91,,,,,,,,2.0.2-2.1
python-paramiko.spec,,,2.10.3-7,4.0.0-1,2.12.0-8,,2.12.0-4,2.12.0-4,2.12.0-9
python-paramiko.spec,90,,,2.12.0-8.1.1,,,,,
python-paramiko.spec,91,,,,,,,,2.12.0-8.1
python-pathspec.spec,,,,0.10.1-4,0.10.1-2,,0.10.1-1,0.10.1-1,0.10.1-3
python-pathspec.spec,90,,,0.10.1-2.1.1,,,,,
python-pathspec.spec,91,,,,,,,,0.10.1-2.1
python-pbr.spec,,4.2.0-2,5.5.1-2,5.10.0-5,5.10.0-3,,5.10.0-1,5.10.0-1,5.10.0-4
python-pbr.spec,90,,,5.10.0-3.1.1,,,,,
python-pbr.spec,91,,,,,,,,5.10.0-3.1
python-pefile.spec,,2019.4.18-1,,,,,,,
python-pexpect.spec,,4.6.0-3,4.8.0-3,4.8.0-7,4.8.0-4,,4.8.0-4,4.8.0-4,4.8.0-6
python-pexpect.spec,90,,,4.8.0-4.2.1,,,,,
python-pexpect.spec,91,,,,,,,,4.8.0-4.2
python-pg8000.spec,,,,1.31.5-3,1.31.2-1,,,,1.31.5-2
python-pg8000.spec,90,,,1.31.5-1.1.1,,,,,
python-pg8000.spec,91,,,,,,,,1.31.5-1.1
python-pika.spec,,1.2.1-1,1.2.1-1,1.2.1-4,1.2.1-2,,,,1.2.1-3
python-pika.spec,90,,,1.2.1-2.1.1,,,,,
python-pika.spec,91,,,,,,,,1.2.1-2.1
python-pip.spec,,18.0-4,,,,,,,
python-pkgconfig.spec,,,,1.5.5-5,1.5.5-3,,1.5.5-2,1.5.5-2,1.5.5-4
python-pkgconfig.spec,90,,,1.5.5-3.1.1,,,,,
python-pkgconfig.spec,91,,,,,,,,1.5.5-3.1
python-platformdirs.spec,,,,3.10.0-4,3.10.0-2,,3.10.0-1,3.10.0-1,3.10.0-3
python-platformdirs.spec,90,,,3.10.0-2.1.1,,,,,
python-platformdirs.spec,91,,,,,,,,3.10.0-2.1
python-pluggy.spec,,,0.13.1-2,1.6.0-2,1.0.0-3,,1.0.0-1,1.0.0-1,1.6.0-1
python-pluggy.spec,90,,,1.0.0-3.1.1,,,,,
python-pluggy.spec,91,,,,,,,,1.0.0-3.1
python-ply.spec,,3.11-2,3.11-6,3.11-9,3.11-7,,3.11-6,3.11-6,3.11-8
python-ply.spec,90,,,3.11-7.1.1,,,,,
python-ply.spec,91,,,,,,,,3.11-7.1
python-portalocker.spec,,,2.7.0-1,2.8.2-4,2.8.2-2,,2.8.2-1,2.8.2-1,2.8.2-3
python-portalocker.spec,90,,,2.8.2-2.1.1,,,,,
python-portalocker.spec,91,,,,,,,,2.8.2-2.1
python-prettytable.spec,,0.7.2-6,0.7.2-8,3.3.0-5,3.3.0-3,,3.3.0-2,3.3.0-2,3.3.0-4
python-prettytable.spec,90,,,3.3.0-3.1.1,,,,,
python-prettytable.spec,91,,,,,,,,3.3.0-3.1
python-prometheus_client.spec,,0.3.1-2,0.8.0-3,0.14.1-4,0.14.1-2,,0.14.1-1,0.14.1-1,0.14.1-3
python-prometheus_client.spec,90,,,0.14.1-2.1.1,,,,,
python-prometheus_client.spec,91,,,,,,,,0.14.1-2.1
python-prompt_toolkit.spec,,2.0.9-1,3.0.8-2,3.0.30-5,3.0.30-2,,3.0.30-2,3.0.30-2,3.0.30-4
python-prompt_toolkit.spec,90,,,3.0.30-2.2.1,,,,,
python-prompt_toolkit.spec,91,,,,,,,,3.0.30-2.2
python-psutil.spec,,5.4.7-3,5.7.3-3,5.9.1-4,5.9.1-2,,5.9.1-1,5.9.1-1,5.9.1-3
python-psutil.spec,90,,,5.9.1-2.1.1,,,,,
python-psutil.spec,91,,,,,,,,5.9.1-2.1
python-psycopg2.spec,,2.7.5-3,2.8.6-5,2.9.11-3,2.9.3-7,,2.9.3-5,2.9.3-5,2.9.11-1
python-psycopg2.spec,90,,,2.9.3-7.1.1,,,,,
python-psycopg2.spec,91,,,,,,,,2.9.3-7.1
python-ptyprocess.spec,,0.6.0-4,0.6.0-7,0.7.0-6,0.7.0-3,,0.7.0-3,0.7.0-3,0.7.0-5
python-ptyprocess.spec,90,,,0.7.0-3.2.1,,,,,
python-ptyprocess.spec,91,,,,,,,,0.7.0-3.2
python-py.spec,,1.6.0-2,1.9.0-3,1.11.0-5,1.11.0-3,,1.11.0-1,1.11.0-1,1.11.0-4
python-py.spec,90,,,1.11.0-3.1.1,,,,,
python-py.spec,91,,,,,,,,1.11.0-3.1
python-pyasn1-modules.spec,,0.2.2-1,0.2.8-2,0.2.8-5,0.2.8-3,,0.2.8-2,0.2.8-2,0.2.8-4
python-pyasn1-modules.spec,90,,,0.2.8-3.1.1,,,,,
python-pyasn1-modules.spec,91,,,,,,,,0.2.8-3.1
python-pyasn1.spec,,0.4.4-1,0.4.8-4,0.6.3-2,0.4.8-3,,0.4.8-2,0.4.8-2,0.6.3-1
python-pyasn1.spec,90,,,0.4.8-3.3.1,,,,,
python-pyasn1.spec,91,,,,,,,,0.4.8-3.3
python-pycodestyle.spec,,2.5.0-1,2.6.0-2,2.9.1-5,2.9.1-3,,2.9.1-2,2.9.1-2,2.9.1-4
python-pycodestyle.spec,90,,,2.9.1-3.1.1,,,,,
python-pycodestyle.spec,91,,,,,,,,2.9.1-3.1
python-pycparser.spec,,2.18-1,2.20-2,2.21-4,2.21-2,,2.21-1,2.21-1,2.21-3
python-pycparser.spec,90,,,2.21-2.1.1,,,,,
python-pycparser.spec,91,,,,,,,,2.21-2.1
python-pycryptodome.spec,,,3.20.0-1,3.20.0-4,3.20.0-2,,3.12.0-2,3.12.0-2,3.20.0-3
python-pycryptodome.spec,90,,,3.20.0-2.1.1,,,,,
python-pycryptodome.spec,91,,,,,,,,3.20.0-2.1
python-pycryptodomex.spec,,3.20.0-1,3.20.0-1,3.20.0-4,3.20.0-2,,3.15.0-1,3.15.0-1,3.20.0-3
python-pycryptodomex.spec,90,,,3.20.0-2.1.1,,,,,
python-pycryptodomex.spec,91,,,,,,,,3.20.0-2.1
python-pydantic.spec,,1.10.1-1,1.10.1-2,1.10.26-2,1.10.1-3,,1.10.1-1,1.10.1-1,1.10.26-1
python-pydantic.spec,90,,,1.10.1-3.1.1,,,,,
python-pydantic.spec,91,,,,,,,,1.10.1-3.1
python-pyflakes.spec,,,2.3.1-2,2.5.0-5,2.5.0-3,,2.5.0-2,2.5.0-2,2.5.0-4
python-pyflakes.spec,90,,,2.5.0-3.1.1,,,,,
python-pyflakes.spec,91,,,,,,,,2.5.0-3.1
python-Pygments.spec,,2.9.0-1,2.9.0-2,,2.13.0-5,,2.13.0-3,2.13.0-3,
python-Pygments.spec,90,,,2.13.0-5.2.1,,,,,
python-Pygments.spec,91,,,,,,,,2.13.0-5.2
python-pygobject.spec,,,3.38.0-5,3.56.1-2,3.42.2-3,,3.42.2-4,3.42.2-4,3.56.1-1
python-pygobject.spec,90,,,3.42.2-3.1.1,,,,,
python-pygobject.spec,91,,,,,,,,3.42.2-3.1
python-PyHamcrest.spec,,1.9.0-1,2.0.2-2,2.0.2-5,2.0.2-3,,2.0.2-2,2.0.2-2,2.0.2-4
python-PyHamcrest.spec,90,,,2.0.2-3.1.1,,,,,
python-PyHamcrest.spec,91,,,,,,,,2.0.2-3.1
python-pyinstaller-hooks-contrib.spec,,,2024.8-1,2025.8-3,2025.8-1,,2022.8-1,2022.8-1,2025.8-2
python-pyinstaller-hooks-contrib.spec,90,,,2025.8-1.1.1,,,,,
python-pyinstaller-hooks-contrib.spec,91,,,,,,,,2025.8-1.1
python-pyinstaller.spec,,3.4-4,6.10.0-2,6.16.0-3,6.16.0-1,,5.5-3,5.5-3,6.16.0-2
python-pyinstaller.spec,90,,,6.16.0-1.1.1,,,,,
python-pyinstaller.spec,91,,,,,,,,6.16.0-1.1
python-pyjsparser.spec,,2.7.1-1,2.7.1-3,,2.7.1-4,,2.7.1-3,2.7.1-3,2.7.1-5
python-pyjsparser.spec,90,,,2.7.1-4.1.1,,,,,
python-pyjsparser.spec,91,,,,,,,,2.7.1-4.1
python-PyJWT.spec,,2.8.0-1,2.8.0-2,2.8.0-4,2.8.0-2,,2.6.0-1,2.6.0-1,2.8.0-3
python-PyJWT.spec,90,,,2.8.0-2.2.1,,,,,
python-PyJWT.spec,91,,,,,,,,2.8.0-2.2
python-PyNaCl.spec,,1.3.0-1,1.4.0-2,1.5.0-5,1.5.0-3,,1.5.0-2,1.5.0-2,1.5.0-4
python-PyNaCl.spec,90,,,1.5.0-3.1.1,,,,,
python-PyNaCl.spec,91,,,,,,,,1.5.0-3.1
python-pyOpenSSL.spec,,18.0.0-5,23.2.0-3,23.3.0-6,23.3.0-2,,24.1.0-1,24.1.0-1,23.3.0-4
python-pyOpenSSL.spec,90,,,23.3.0-2.2.1,,,,,
python-pyOpenSSL.spec,91,,,,,,,,23.3.0-2.2
python-pyparsing.spec,,2.2.0-3,2.4.7-2,3.0.9-4,3.0.9-2,,3.0.9-1,3.0.9-1,3.0.9-3
python-pyparsing.spec,90,,,3.0.9-2.1.1,,,,,
python-pyparsing.spec,91,,,,,,,,3.0.9-2.1
python-pyproject_hooks.spec,,,,1.2.0-2,,,1.1.0-1,1.1.0-1,1.2.0-1
python-pyproject-metadata.spec,,,,0.11.0-2,,,,,0.11.0-1
python-pyrsistent.spec,,,0.17.3-4,0.18.1-4,0.18.1-2,,0.18.1-1,0.18.1-1,0.18.1-3
python-pyrsistent.spec,90,,,0.18.1-2.1.1,,,,,
python-pyrsistent.spec,91,,,,,,,,0.18.1-2.1
python-pyserial.spec,,3.5-1,3.5-1,3.5-4,3.5-2,,3.5-1,3.5-1,3.5-3
python-pyserial.spec,90,,,3.5-2.1.1,,,,,
python-pyserial.spec,91,,,,,,,,3.5-2.1
python-pytest.spec,,3.8.2-2,6.2.5-2,9.0.2-2,7.1.2-3,,7.1.2-2,7.1.2-2,9.0.2-1
python-pytest.spec,90,,,7.1.2-3.1.1,,,,,
python-pytest.spec,91,,,,,,,,7.1.2-3.1
python-pytz-deprecation-shim.spec,,,0.1.0.post0-1,,0.1.0.post0-2,,0.1.0.post0-2,0.1.0.post0-2,0.1.0.post0-3
python-pytz-deprecation-shim.spec,90,,,0.1.0.post0-2.1.1,,,,,
python-pytz-deprecation-shim.spec,91,,,,,,,,0.1.0.post0-2.1
python-pytz.spec,,2018.5-2,2020.4-3,,2022.2.1-3,,2022.2.1-2,2022.2.1-2,2022.2.1-4
python-pytz.spec,90,,,2022.2.1-3.1.1,,,,,
python-pytz.spec,91,,,,,,,,2022.2.1-3.1
python-pyudev.spec,,0.22.0-1,0.22.0-3,0.23.2-6,0.23.2-3,,0.23.2-1,0.23.2-1,0.23.2-5
python-pyudev.spec,90,,,0.23.2-3.2.1,,,,,
python-pyudev.spec,91,,,,,,,,0.23.2-3.2
python-pyvim.spec,,2.0.22-5,3.0.2-4,3.0.3-6,3.0.3-3,,3.0.3-3,3.0.3-3,3.0.3-5
python-pyvim.spec,90,,,3.0.3-3.2.1,,,,,
python-pyvim.spec,91,,,,,,,,3.0.3-3.2
python-pyvmomi.spec,,6.7.0.2018.9-2,8.0.2.0.1-1,9.0.0.0-1,8.0.2.0.1-2,,8.0.2.0.1-1,8.0.2.0.1-1,8.0.2.0.1-3
python-pyvmomi.spec,90,,,8.0.2.0.1-2.1.1,,,,,
python-pyvmomi.spec,91,,,,,,,,8.0.2.0.1-2.1
python-pywbem.spec,,0.15.0-1,1.1.2-4,1.9.0-2,1.4.1-3,,1.4.1-3,1.4.1-3,1.9.0-1
python-pywbem.spec,90,,,1.4.1-3.1.1,,,,,
python-pywbem.spec,91,,,,,,,,1.4.1-3.1
python-PyYAML.spec,,,5.4.1-3,6.0.3-2,5.4.1-3,,5.4.1-2,5.4.1-2,6.0.3-1
python-PyYAML.spec,90,,,5.4.1-3.1.1,,,,,
python-PyYAML.spec,91,,,,,,,,5.4.1-3.1
python-requests-oauthlib.spec,,,,1.3.1-4,1.3.1-2,,1.3.1-1,1.3.1-1,1.3.1-3
python-requests-oauthlib.spec,90,,,1.3.1-2.1.1,,,,,
python-requests-oauthlib.spec,91,,,,,,,,1.3.1-2.1
python-requests-toolbelt.spec,,0.9.1-1,0.10.1-1,0.10.1-5,0.10.1-3,,0.10.1-1,0.10.1-1,0.10.1-4
python-requests-toolbelt.spec,90,,,0.10.1-3.1.1,,,,,
python-requests-toolbelt.spec,91,,,,,,,,0.10.1-3.1
python-requests-unixsocket.spec,,0.3.0-1,0.3.0-2,0.3.0-6,0.3.0-4,,0.3.0-2,0.3.0-2,0.3.0-5
