Spec,photon-1.0,photon-2.0,photon-3.0,photon-4.0,photon-5.0,photon-6.0,photon-common,photon-dev,photon-master
python-psutil.spec,5.2.2-1,5.2.2-2,5.4.7-3,5.7.3-3,5.9.1-2,5.9.1-2,,5.9.1-1,5.9.1-1
python-psycopg2.spec,2.7.1-1,2.7.1-3,2.7.5-3,2.8.6-5,2.9.3-5,2.9.3-5,,2.9.3-5,2.9.3-5
python-ptyprocess.spec,0.5.2-1,0.5.2-1,0.6.0-4,0.6.0-7,0.7.0-3,0.7.0-3,,0.7.0-3,0.7.0-3
python-py.spec,1.4.33-2,1.4.33-4,1.6.0-2,1.9.0-3,1.11.0-3,1.11.0-3,,1.11.0-1,1.11.0-1
python-pyasn1-modules.spec,0.0.8-1,0.0.8-2,0.2.2-1,0.2.8-2,0.2.8-3,0.2.8-3,,0.2.8-2,0.2.8-2
python-pyasn1.spec,0.2.3-1,0.2.3-1,0.4.4-1,0.4.8-2,0.4.8-3,0.4.8-3,,0.4.8-2,0.4.8-2
python-pycodestyle.spec,,,2.5.0-1,2.6.0-2,2.9.1-3,2.9.1-3,,2.9.1-2,2.9.1-2
python-pycparser.spec,2.17-1,2.17-3,2.18-1,2.20-2,2.21-2,2.21-2,,2.21-1,2.21-1
python-pycryptodome.spec,,,,3.20.0-1,3.20.0-2,3.20.0-2,,3.12.0-2,3.12.0-2
python-pycryptodomex.spec,,,3.20.0-1,3.20.0-1,3.20.0-2,3.20.0-2,,3.15.0-1,3.15.0-1
python-pydantic.spec,,,1.10.1-1,1.10.1-1,1.10.1-2,1.10.1-2,,1.10.1-1,1.10.1-1
python-pyflakes.spec,,,,2.3.1-2,2.5.0-3,2.5.0-3,,2.5.0-2,2.5.0-2
python-Pygments.spec,2.9.0-1,2.9.0-1,2.9.0-1,2.9.0-2,2.13.0-5,2.13.0-5,,2.13.0-3,2.13.0-3
python-pygobject.spec,,,,3.38.0-5,3.42.2-3,3.42.2-3,,3.42.2-4,3.42.2-4
python-PyHamcrest.spec,,,1.9.0-1,2.0.2-2,2.0.2-3,2.0.2-3,,2.0.2-2,2.0.2-2
python-pyinstaller-hooks-contrib.spec,,,,2020.9-2,2022.8-2,2022.8-2,,2022.8-1,2022.8-1
python-pyinstaller.spec,3.2.1-1,3.2.1-2,3.4-4,4.7-1,5.5-4,5.5-3,,5.5-3,5.5-3
python-pyjsparser.spec,,,2.7.1-1,2.7.1-3,2.7.1-4,2.7.1-4,,2.7.1-3,2.7.1-3
python-PyJWT.spec,,,2.8.0-1,2.8.0-1,2.8.0-2,2.8.0-2,,2.6.0-1,2.6.0-1
python-PyNaCl.spec,,,1.3.0-1,1.4.0-2,1.5.0-3,1.5.0-3,,1.5.0-2,1.5.0-2
python-pyOpenSSL.spec,16.2.0-3,17.2.0-2,18.0.0-5,23.2.0-2,23.3.0-2,23.3.0-2,,24.1.0-1,24.1.0-1
python-pyparsing.spec,2.1.10-1,2.2.0-3,2.2.0-3,2.4.7-2,3.0.9-2,3.0.9-2,,3.0.9-1,3.0.9-1
python-pyproject_hooks.spec,,,,,,,,1.1.0-1,1.1.0-1
python-pyrsistent.spec,,,,0.17.3-4,0.18.1-2,0.18.1-2,,0.18.1-1,0.18.1-1
python-pyserial.spec,,,3.5-1,3.5-1,3.5-2,3.5-2,,3.5-1,3.5-1
python-pytest.spec,3.0.7-1,3.0.7-3,3.8.2-2,6.2.5-2,7.1.2-3,7.1.2-3,,7.1.2-2,7.1.2-2
python-pytz-deprecation-shim.spec,,,,0.1.0.post0-1,0.1.0.post0-2,0.1.0.post0-2,,0.1.0.post0-2,0.1.0.post0-2
python-pytz.spec,2017.2-1,2017.2-3,2018.5-2,2020.4-3,2022.2.1-3,2022.2.1-3,,2022.2.1-2,2022.2.1-2
python-pyudev.spec,,,0.22.0-1,0.22.0-2,0.23.2-2,0.23.2-2,,0.23.2-1,0.23.2-1
python-pyvim.spec,0.0.20-1,0.0.20-4,2.0.22-5,3.0.2-4,3.0.3-3,3.0.3-3,,3.0.3-3,3.0.3-3
python-pyvmomi.spec,6.5-1,6.5-2,6.7.0.2018.9-2,8.0.2.0.1-1,8.0.2.0.1-2,8.0.2.0.1-2,,8.0.2.0.1-1,8.0.2.0.1-1
python-pywbem.spec,0.10.0-1,0.10.0-1,0.15.0-1,1.1.2-4,1.4.1-3,1.4.1-3,,1.4.1-3,1.4.1-3
python-PyYAML.spec,,,,5.4.1-3,5.4.1-3,5.4.1-3,,5.4.1-2,5.4.1-2
python-requests-oauthlib.spec,,,,,1.3.1-2,1.3.1-2,,1.3.1-1,1.3.1-1
python-requests-toolbelt.spec,,,0.9.1-1,0.10.1-1,0.10.1-3,0.10.1-3,,0.10.1-1,0.10.1-1
python-requests-unixsocket.spec,,,0.3.0-1,0.3.0-1,0.3.0-3,0.3.0-3,,0.3.0-2,0.3.0-2
python-requests.spec,2.13.0-2,2.13.0-5,2.24.0-2,2.26.0-4,2.28.1-6,2.28.1-5,,2.28.1-3,2.28.1-3
python-resolvelib.spec,,,0.5.5-1,0.5.5-1,0.8.1-2,0.8.1-2,,0.8.1-1,0.8.1-1
python-rsa.spec,,,,,4.9-2,4.9-2,,4.9-1,4.9-1
python-ruamel-yaml.spec,,,0.16.12-1,0.16.12-2,0.17.21-2,0.17.21-2,,0.17.21-1,0.17.21-1
python-s3transfer.spec,,,,0.3.7-2,0.6.0-3,0.6.0-3,,0.6.0-2,0.6.0-2
python-schedutils.spec,,,,,0.6-4,0.6-4,,,
python-scp.spec,,,0.13.2-1,0.13.3-2,0.14.4-2,0.14.4-2,,0.14.4-1,0.14.4-1
python-semantic-version.spec,,,,2.10.0-1,2.10.0-2,2.10.0-2,,2.10.0-1,2.10.0-1
python-service_identity.spec,16.0.0-1,16.0.0-3,18.1.0-1,18.1.0-5,21.1.0-3,21.1.0-3,,21.1.0-2,21.1.0-2
python-setproctitle.spec,,,1.3.2-2,,,,,,
python-setuptools_scm.spec,1.15.0-1,1.15.0-2,3.1.0-1,4.1.2-3,7.0.5-2,7.0.5-2,,7.0.5-1,7.0.5-1
python-setuptools-rust.spec,,,,1.5.2-2,1.5.2-2,1.5.2-2,,1.9.0-2,1.9.0-2
python-setuptools.spec,21.0.0-2,36.0.1-1,40.2.0-2,,,,,,
python-simplejson.spec,3.10.0-2,3.10.0-2,3.16.1-1,3.17.2-2,3.17.6-3,3.17.6-3,,3.17.6-2,3.17.6-2
python-singledispatch.spec,3.4.0.3-1,,,,,,,,
python-six.spec,1.10.0-3,1.10.0-8,1.12.0-1,1.15.0-4,1.16.0-2,1.16.0-2,,1.16.0-2,1.16.0-2
python-snowballstemmer.spec,,1.2.1-2,1.2.1-2,2.0.0-2,2.2.0-2,2.2.0-2,,2.2.0-1,2.2.0-1
python-sortedcontainers.spec,,,,2.2.2-2,2.4.0-2,2.4.0-2,,2.4.0-1,2.4.0-1
python-sphinx.spec,,1.5.3-6,1.7.9-1,5.1.1-1,5.1.1-4,5.1.1-4,,5.1.1-3,5.1.1-3
python-sphinxcontrib-applehelp.spec,,,,1.0.2-3,1.0.2-4,1.0.2-4,,1.0.2-3,1.0.2-3
python-sphinxcontrib-devhelp.spec,,,,1.0.2-3,1.0.2-4,1.0.2-4,,1.0.2-3,1.0.2-3
python-sphinxcontrib-htmlhelp.spec,,,,2.0.0-1,2.0.0-4,2.0.0-4,,2.0.0-3,2.0.0-3
python-sphinxcontrib-jsmath.spec,,,,1.0.1-3,1.0.1-4,1.0.1-4,,1.0.1-3,1.0.1-3
python-sphinxcontrib-qthelp.spec,,,,1.0.3-3,1.0.3-4,1.0.3-4,,1.0.3-3,1.0.3-3
python-sphinxcontrib-serializinghtml.spec,,,,1.1.5-1,1.1.5-3,1.1.5-3,,1.1.5-2,1.1.5-2
python-sqlalchemy.spec,,1.1.7-2,1.3.7-3,1.3.20-2,1.4.40-3,1.4.40-3,,1.4.40-2,1.4.40-2
python-stevedore.spec,,,3.5.0-1,,,,,,
python-subprocess32.spec,3.2.7-1,3.2.7-2,3.5.2-2,,,,,,
python-systemd.spec,,,,235-1,235-2,235-2,,235-1,235-1
python-terminaltables.spec,,,3.1.10-1,,3.1.0-2,3.1.0-2,,3.1.0-1,3.1.0-1
python-toml.spec,,,,0.10.1-2,0.10.2-2,0.10.2-2,,0.10.2-1,0.10.2-1
python-tomli.spec,,,,,,,,2.0.1-1,2.0.1-1
python-tornado.spec,,,,6.0.4-4,6.2-4,6.2-3,,6.2-2,6.2-2
python-Twisted.spec,17.1.0-9,17.5.0-5,19.10.0-5,22.10.0-2,22.10.0-4,22.10.0-4,,22.10.0-3,22.10.0-3
python-typing-extensions.spec,,,4.3.0-1,4.3.0-1,4.3.0-4,4.3.0-4,,4.3.0-3,4.3.0-3
python-typing.spec,3.6.1-1,3.6.1-3,3.6.6-1,3.7.4.3-2,3.10.0.0-2,3.10.0.0-2,,3.10.0.0-1,3.10.0.0-1
python-tzlocal.spec,1.4-1,1.4-1,1.5.1-2,4.2-1,4.2-3,4.2-3,,4.2-2,4.2-2
python-ujson.spec,,,5.4.0-1,5.4.0-1,5.4.0-3,5.4.0-3,,5.4.0-2,5.4.0-2
python-urllib3.spec,1.26.6-1,1.26.6-1,1.25.11-4,1.26.19-1,1.26.19-2,1.26.19-2,,1.26.19-1,1.26.19-1
python-vcversioner.spec,,,2.16.0.0-2,2.16.0.0-3,2.16.0.0-4,2.16.0.0-4,,2.16.0.0-3,2.16.0.0-3
python-virtualenv.spec,15.1.0-1,15.1.0-1,16.0.0-3,20.1.0-4,20.16.3-5,20.16.3-4,,20.16.3-3,20.16.3-3
python-wcwidth.spec,0.1.7-1,0.1.7-2,0.1.7-2,0.2.5-2,0.2.5-3,0.2.5-3,,0.2.5-2,0.2.5-2
python-webob.spec,1.7.1-1,1.7.2-3,1.8.2-1,1.8.6-3,1.8.7-3,1.8.7-2,,1.8.7-1,1.8.7-1
python-websocket-client.spec,0.44.0-1,0.44.0-1,0.53.0-2,0.57.0-3,1.4.1-2,1.4.1-2,,1.4.1-2,1.4.1-2
python-werkzeug.spec,0.10.4-1,0.12.1-2,0.14.1-3,2.2.2-1,2.2.2-3,2.2.2-2,,2.2.2-2,2.2.2-2
python-wheel.spec,,,,0.37.1-2,0.37.1-3,0.37.1-3,,0.37.1-2,0.37.1-2
python-wrapt.spec,,,,1.14.1-1,1.14.1-2,1.14.1-2,,1.14.1-1,1.14.1-1
python-xmltodict.spec,,,,0.13.0-1,0.13.0-2,0.13.0-2,,0.13.0-1,0.13.0-1
python-yamlloader.spec,,,,1.1.0-2,1.1.0-3,1.1.0-3,,1.1.0-2,1.1.0-2
python-zipp.spec,,,,,3.19.1-2,3.19.1-2,,3.19.1-1,3.19.1-1
python-zmq.spec,16.0.2-2,16.0.2-2,23.2.0-1,23.2.0-1,23.2.1-2,23.2.1-2,,23.2.1-1,23.2.1-1
python-zope.event.spec,,,,4.5.0-3,4.5.0-3,4.5.0-3,,4.5.0-2,4.5.0-2
python-zope.inetrface.spec,4.3.3-2,5.1.0-1,,,,,,,
python-zope.interface.spec,,,5.1.0-1,5.2.0-2,5.4.0-3,5.4.0-3,,5.4.0-2,5.4.0-2
python2.spec,2.7.15-17,2.7.15-19,2.7.17-7,,,,,,
python3-distro.spec,,1.4.0-4,1.5.0-1,,,,,,
python3-pip.spec,,21.2.4-1,21.2.4-1,23.3.2-2,24.0-2,24.0-2,,23.3.2-1,23.3.2-1
python3-pyelftools.spec,,,,,,,,0.29-1,0.29-1
python3-pyroute2.spec,,,0.5.17-1,0.5.17-2,0.7.3-2,0.7.3-2,,0.7.3-1,0.7.3-1
python3-setuptools.spec,,,57.4.0-2,65.5.1-6,69.0.3-7,69.0.3-6,,69.0.3-2,69.0.3-2
python3.spec,3.5.6-18,3.6.9-14,3.7.5-34,3.10.11-12,3.11.9-7,3.11.9-5,,3.11.7-5,3.11.7-5
PyYAML.spec,3.12-6,3.12-7,5.4.1-2,,,,,,
qemu-img.spec,,,4.2.1-3,5.1.0-3,7.2.0-3,7.2.0-3,,7.2.0-1,7.2.0-1
rabbitmq-server.spec,,,3.12.4-2,3.13.3-1,3.13.3-2,3.13.3-2,,,
rabbitmq.spec,,3.6.10-2,,,,,,3.13.3-1,3.13.3-1
ragel.spec,,,,7.0.4-1,7.0.4-2,7.0.4-2,,7.0.4-1,7.0.4-1
rapidjson.spec,1.1.0-1,1.1.0-1,1.1.0-4,1.1.0-5,1.1.0-7,1.1.0-7,,1.1.0-7,1.1.0-7
raspberrypi-firmware.spec,,,,1.2020.09.02-3,1.20230106-2,1.20230106-2,,1.20230106-2,1.20230106-2
rdma-core.spec,,,26.0-2,31.0-2,42.0-3,42.0-3,,42.0-2,42.0-2
re2.spec,,,,20220601-1,20220601-2,20220601-2,,20220601-1,20220601-1
readline.spec,6.3-5,7.0-2,7.0-2,7.0-3,8.2-4,8.2-4,,8.2-2,8.2-2
redis.spec,4.0.14-4,6.2.7-2,6.2.16-1,7.0.15-2,7.2.6-2,7.2.6-2,,7.2.6-1,7.2.6-1
repmgr.spec,,,5.2.1-4,,,,,,
repmgr10.spec,,,,5.3.0-5,,,,,
repmgr13.spec,,,,5.3.0-5,5.3.3-2,5.3.3-2,,5.3.3-2,5.3.3-2
repmgr14.spec,,,,5.3.0-5,5.3.3-2,5.3.3-2,,5.3.3-2,5.3.3-2
repmgr15.spec,,,,5.3.3-1,5.3.3-4,5.3.3-4,,5.3.3-4,5.3.3-4
repmgr16.spec,,,,,,,,5.3.3-1,5.3.3-1
rng-tools.spec,5-2,5-2,5-2,5-3,5-4,5-4,,5-3,5-3
rootlesskit.spec,,,1.0.1-13,1.0.1-16,1.1.0-14,1.1.0-13,,1.1.0-8,1.1.0-8
rpcbind.spec,0.2.3-9,0.2.4-5,1.2.5-1,1.2.5-2,1.2.6-5,1.2.6-5,,1.2.6-4,1.2.6-4
rpcsvc-proto.spec,,,1.4.2-1,1.4.2-1,1.4.3-2,1.4.3-2,,1.4.3-1,1.4.3-1
rpm-ostree-toolbox.spec,2015.12-4,,,,,,,,
rpm-ostree.spec,2015.7-4,2017.4-8,2019.3-10,2021.10-6,2022.19-10,2022.19-9,,2023.10-7,2023.10-7
rpm.spec,4.14.2-2,4.14.2-4,4.14.3-10,4.16.1.3-19,4.18.2-5,4.18.2-5,,4.19.1.1-3,4.19.1.1-3
rpmdevtools.spec,,,,,,,,9.6-3,9.6-3
rrdtool.spec,1.6.0-1,1.6.0-1,1.7.0-2,1.8.0-1,1.8.0-7,1.8.0-7,,1.8.0-7,1.8.0-7
rsync.spec,3.1.3-3,3.2.4-1,3.4.1-1,3.4.1-1,3.4.1-1,3.2.7-4,,3.2.7-3,3.2.7-3
rsyslog.spec,8.1910.0-2,8.1910.0-2,8.2306.0-1,8.2306.0-3,8.2306.0-4,8.2306.0-4,,8.2306.0-3,8.2306.0-3
rt-tests.spec,,,2.3-1,2.4-1,2.4-3,2.4-3,,2.4-2,2.4-2
ruby.spec,2.5.8-3,2.5.8-4,2.5.8-9,2.7.4-16,3.1.4-9,3.1.4-7,,3.3.0-4,3.3.0-4
rubygem-activesupport.spec,,5.0.0.1-2,6.1.4.4-1,7.1.0-1,7.0.4-3,7.0.4-3,,7.1.3.2-1,7.1.3.2-1
rubygem-addressable.spec,,2.6.0-1,2.6.0-1,2.7.0-2,2.8.1-2,2.8.1-2,,2.8.6-1,2.8.6-1
rubygem-async-http.spec,,0.48.2-1,0.48.2-1,0.60.2-1,0.60.2-2,0.60.2-2,,0.63.0-1,0.63.0-1
rubygem-async-io.spec,,1.25.0-1,1.25.0-1,1.30.1-2,1.34.0-4,1.34.0-4,,1.41.0-1,1.41.0-1
rubygem-async-pool.spec,,,,0.2.0-1,0.4.0-2,0.4.0-2,,0.4.0-2,0.4.0-2
rubygem-async.spec,,1.20.1-1,1.20.1-1,1.26.2-2,2.2.1-3,2.2.1-3,,2.8.2-1,2.8.2-1
rubygem-aws-eventstream.spec,,1.0.1-2,1.0.1-1,1.1.0-1,1.2.0-2,1.2.0-2,,1.3.0-1,1.3.0-1
rubygem-aws-partitions.spec,,1.96.0-2,1.104.0-1,1.379.0-1,1.654.0-2,1.654.0-2,,1.894.0-1,1.894.0-1
rubygem-aws-sdk-core.spec,,3.22.1-2,3.27.0-1,3.109.0-1,3.166.0-2,3.166.0-2,,3.191.3-1,3.191.3-1
rubygem-aws-sdk-kms.spec,,1.6.0-2,1.9.0-1,1.39.0-1,1.59.0-2,1.59.0-2,,1.77.0-1,1.77.0-1
rubygem-aws-sdk-s3.spec,,1.17.0-2,1.19.0-1,1.82.0-1,1.117.1-2,1.117.1-2,,1.143.0-1,1.143.0-1
rubygem-aws-sdk-sqs.spec,,1.4.0-2,1.6.0-1,1.34.0-1,1.52.0-2,1.52.0-2,,1.70.0-1,1.70.0-1
rubygem-aws-sigv4.spec,,1.0.3-2,1.0.3-1,1.2.2-1,1.5.2-2,1.5.2-2,,1.8.0-1,1.8.0-1
rubygem-backports.spec,3.7.0-2,3.7.0-3,3.11.4-2,3.18.2-2,3.23.0-2,3.23.0-2,,3.24.1-1,3.24.1-1
rubygem-base64.spec,,,,0.1.1-1,,,,,
rubygem-builder.spec,3.2.3-2,3.2.3-3,3.2.3-2,3.2.4-2,3.2.4-4,3.2.4-2,,3.2.4-3,3.2.4-3
rubygem-bundler.spec,,1.16.3-2,2.2.26-1,2.2.33-3,2.3.24-4,2.3.24-4,,2.5.6-2,2.5.6-2
rubygem-concurrent-ruby.spec,,1.0.5-2,1.0.5-1,1.1.7-1,1.1.10-2,1.1.10-2,,1.2.3-1,1.2.3-1
rubygem-connection_pool.spec,,2.2.2-1,2.2.2-1,2.2.5-1,,,,2.4.1-1,2.4.1-1
rubygem-console.spec,,1.4.0-1,1.4.0-1,1.9.0-2,1.16.2-3,1.16.2-3,,1.23.4-1,1.23.4-1
rubygem-cool-io.spec,,1.5.3-2,1.5.3-1,1.7.0-3,1.7.1-4,1.7.1-4,,1.8.0-2,1.8.0-2
rubygem-dig_rb.spec,,1.0.1-2,1.0.1-1,1.0.1-2,1.0.1-3,1.0.1-3,,1.0.1-3,1.0.1-3
rubygem-domain_name.spec,,0.5.20190701-1,0.5.20190701-1,0.5.20190701-2,0.5.20190701-3,0.5.20190701-3,,0.6.20240107-1,0.6.20240107-1
rubygem-drb.spec,,,,2.2.0-1,,,,,
rubygem-ffi-compiler.spec,,,,1.0.1-1,1.0.1-2,1.0.1-2,,1.0.1-2,1.0.1-2
rubygem-ffi.spec,,1.9.25-2,1.9.25-4,1.13.1-4,1.15.5-4,1.15.5-4,,1.16.3-2,1.16.3-2
rubygem-fiber-annotation.spec,,,,,,,,0.2.0-1,0.2.0-1
rubygem-fiber-local.spec,,,,1.0.0-1,1.0.0-2,1.0.0-2,,1.0.0-2,1.0.0-2
rubygem-fluent-plugin-concat.spec,,2.4.0-1,2.4.0-1,2.4.0-3,2.5.0-2,2.5.0-2,,2.5.0-2,2.5.0-2
rubygem-fluent-plugin-kubernetes_metadata_filter.spec,,2.2.0-1,2.2.0-2,3.4.0-3,3.4.0-4,3.4.0-4,,3.4.0-3,3.4.0-3
rubygem-fluent-plugin-remote_syslog.spec,,1.0.0-1,1.0.0-1,1.1.0-1,1.1.0-2,1.1.0-2,,1.1.0-2,1.1.0-2
rubygem-fluent-plugin-s3.spec,,1.1.4-2,1.1.6-2,1.7.2-1,1.7.2-2,1.7.2-2,,1.7.2-2,1.7.2-2
rubygem-fluent-plugin-systemd.spec,,1.0.1-3,1.0.1-2,1.0.5-1,1.0.5-2,1.0.5-2,,1.0.5-2,1.0.5-2
rubygem-fluent-plugin-vmware-loginsight.spec,,0.1.5-1,0.1.5-1,0.1.10-2,1.3.0-2,1.3.0-2,,1.4.2-1,1.4.2-1
rubygem-fluentd.spec,,1.6.3-1,1.7.1-2,1.15.2-1,1.15.2-3,1.15.2-3,,1.16.3-1,1.16.3-1
rubygem-highline.spec,1.7.8-4,1.7.8-5,2.0.0-1,2.0.3-1,2.0.3-2,2.0.3-2,,3.0.1-1,3.0.1-1
rubygem-hpricot.spec,,,0.8.6-1,0.8.6-3,0.8.6-5,0.8.6-5,,0.8.6-4,0.8.6-4
rubygem-http_parser.rb.spec,,0.6.0-2,0.6.0-1,0.6.0-4,0.8.0-4,0.8.0-4,,0.8.0-3,0.8.0-3
rubygem-http-4.4.1.spec,,,,,4.4.1-2,4.4.1-2,,4.4.1-2,4.4.1-2
rubygem-http-accept-1.7.0.spec,,,,,1.7.0-2,1.7.0-2,,1.7.0-2,1.7.0-2
rubygem-http-accept.spec,,1.7.0-1,1.7.0-1,1.7.0-3,2.2.0-3,2.2.0-3,,2.2.1-1,2.2.1-1
rubygem-http-cookie.spec,,1.0.3-1,1.0.3-1,1.0.3-2,1.0.5-2,1.0.5-2,,1.0.5-2,1.0.5-2
rubygem-http-form_data.spec,,1.0.3-1,1.0.3-1,2.3.0-1,2.3.0-2,2.3.0-2,,2.3.0-2,2.3.0-2
rubygem-http-parser.spec,,,,1.2.3-3,1.2.3-5,1.2.3-5,,1.2.3-4,1.2.3-4
rubygem-http.spec,,0.9.8-1,0.9.8-1,4.4.1-2,5.1.0-3,5.1.0-3,,5.2.0-1,5.2.0-1
rubygem-i18n.spec,,0.8.6-2,1.6.0-1,1.8.5-1,1.12.0-2,1.12.0-2,,1.14.1-1,1.14.1-1
rubygem-io-event.spec,,,,0.4.0-3,1.1.0-5,1.1.0-5,,1.4.4-3,1.4.4-3
rubygem-jmespath.spec,,1.4.0-2,1.4.0-1,1.4.0-2,1.6.1-2,1.6.1-2,,1.6.2-1,1.6.2-1
rubygem-jsonpath.spec,,,,1.1.5-1,1.1.5-2,1.1.5-2,,1.1.5-2,1.1.5-2
rubygem-kubeclient.spec,,1.1.4-1,1.1.4-2,4.9.1-5,4.10.1-5,4.10.1-5,,4.11.0-2,4.11.0-2
rubygem-libxml-ruby.spec,3.0.0-3,3.0.0-4,3.1.0-2,3.2.0-3,5.0.2-4,5.0.2-4,,5.0.2-5,5.0.2-5
rubygem-llhttp-ffi.spec,,,,0.4.0-3,0.4.0-5,0.4.0-5,,0.5.0-3,0.5.0-3
rubygem-lru_redux.spec,,1.1.0-1,1.1.0-2,1.1.0-5,1.1.0-6,1.1.0-6,,1.1.0-5,1.1.0-5
rubygem-mime-types-data.spec,,3.2015.1120-1,3.2015.1120-1,3.2020.0512-1,3.2022.0105-2,3.2022.0105-2,,3.2024.0206-1,3.2024.0206-1
rubygem-mime-types.spec,,3.2.2-1,3.2.2-1,3.3.1-1,3.4.1-2,3.4.1-2,,3.5.2-1,3.5.2-1
rubygem-mini_portile.spec,0.6.2-4,0.6.2-4,0.6.2-3,0.6.2-4,0.6.2-5,0.6.2-5,,,
rubygem-mini_portile2.spec,2.1.0-2,2.6.1-1,2.3.0-1,2.6.1-1,2.8.0-2,2.8.0-2,,2.8.5-1,2.8.5-1
rubygem-msgpack.spec,,1.2.4-2,1.2.4-1,1.3.3-3,1.6.0-4,1.6.0-4,,1.7.2-2,1.7.2-2
rubygem-multi_json.spec,,,,1.15.0-1,1.15.0-2,1.15.0-2,,1.15.0-2,1.15.0-2
rubygem-mustache.spec,,,1.1.1-1,1.1.1-1,1.1.1-3,1.1.1-3,,1.1.1-3,1.1.1-3
rubygem-net-http-persistent.spec,,4.0.1-1,4.0.1-1,,,,,,
rubygem-netrc.spec,,0.11.0-1,0.11.0-1,0.11.0-2,0.11.0-3,0.11.0-3,,0.11.0-3,0.11.0-3
rubygem-nio4r.spec,,2.4.0-1,2.4.0-1,2.5.4-3,2.5.8-4,2.5.8-4,,2.7.0-2,2.7.0-2
rubygem-nokogiri.spec,1.7.1-3,1.12.5-1,1.8.4-4,1.12.5-5,1.13.9-7,1.13.9-6,,1.16.2-2,1.16.2-2
rubygem-oj.spec,,3.3.10-1,3.3.10-1,3.10.14-3,3.13.21-4,3.13.21-4,,3.16.3-2,3.16.3-2
rubygem-optimist.spec,,,,3.1.0-1,3.1.0-2,3.1.0-2,,3.1.0-2,3.1.0-2
rubygem-protocol-hpack.spec,,1.4.1-1,1.4.1-1,1.4.2-1,1.4.2-2,1.4.2-2,,1.4.2-2,1.4.2-2
rubygem-protocol-http.spec,,0.12.1-1,0.12.1-1,0.24.0-1,0.24.0-2,0.24.0-2,,0.26.1-1,0.26.1-1
rubygem-protocol-http1.spec,,0.9.0-1,0.9.0-1,0.15.1-1,0.15.1-2,0.15.1-2,,0.18.0-1,0.18.0-1
rubygem-protocol-http2.spec,,0.9.5-1,0.9.5-1,0.15.0-1,0.15.0-2,0.15.0-2,,0.16.0-1,0.16.0-1
rubygem-public_suffix.spec,,3.1.1-1,3.1.1-1,4.0.6-1,5.0.0-2,5.0.0-2,,5.0.4-1,5.0.4-1
rubygem-rbvmomi.spec,1.10.0-2,1.10.0-3,1.13.0-1,3.0.0-2,3.0.0-3,3.0.0-3,,3.0.0-3,3.0.0-3
rubygem-rdiscount.spec,,,2.2.0.2-1,2.2.0.2-3,2.2.7-4,2.2.7-4,,2.2.7.3-2,2.2.7.3-2
rubygem-recursive-open-struct.spec,,1.0.0-1,1.0.0-1,1.1.2-1,1.1.3-2,1.1.3-2,,1.1.3-2,1.1.3-2
rubygem-remote_syslog_sender.spec,,1.2.1-1,1.2.1-2,1.2.1-3,1.2.2-2,1.2.2-2,,1.2.2-2,1.2.2-2
rubygem-rest-client.spec,,2.1.0-1,2.1.0-1,2.1.0-3,2.1.0-5,2.1.0-5,,2.1.0-6,2.1.0-6
rubygem-ronn.spec,,,0.7.3-1,0.7.3-1,0.7.3-3,0.7.3-3,,0.7.3-3,0.7.3-3
rubygem-ruby2-keywords.spec,,,,0.0.5-1,,,,,
rubygem-rubyzip.spec,,,,,,,,2.3.2-1,2.3.2-1
rubygem-serverengine.spec,,2.0.7-2,2.0.7-1,2.3.2-1,2.3.0-2,2.3.0-2,,2.3.2-1,2.3.2-1
rubygem-sigdump.spec,,0.2.4-2,0.2.4-1,0.2.4-2,0.2.4-3,0.2.4-3,,0.2.5-1,0.2.5-1
rubygem-strptime.spec,,0.2.3-2,0.2.3-1,0.2.5-3,0.2.5-5,0.2.5-5,,0.2.5-4,0.2.5-4
rubygem-syslog_protocol.spec,,0.9.2-1,0.9.2-1,0.9.2-2,0.9.2-3,0.9.2-3,,0.9.2-3,0.9.2-3
rubygem-systemd-journal.spec,,1.3.3-2,1.3.3-1,1.4.2-1,1.4.2-2,1.4.2-2,,1.4.2-2,1.4.2-2
rubygem-terminal-table.spec,1.7.3-3,1.7.3-3,1.8.0-1,1.8.0-2,3.0.2-2,3.0.2-2,,3.0.2-2,3.0.2-2
rubygem-thread_safe.spec,,0.3.6-2,0.3.6-1,0.3.6-2,0.3.6-3,0.3.6-3,,0.3.6-3,0.3.6-3
rubygem-timers.spec,,4.3.0-1,4.3.0-1,4.3.2-1,4.3.5-2,4.3.5-2,,4.3.5-2,4.3.5-2
rubygem-traces.spec,,,,0.11.1-1,0.11.1-2,0.11.1-2,,0.11.1-2,0.11.1-2
rubygem-trollop.spec,2.1.2-4,2.1.2-4,2.9.9-2,2.9.10-1,2.9.10-2,2.9.10-2,,2.9.10-2,2.9.10-2
rubygem-tzinfo-data.spec,,1.2018.5-2,1.2018.5-1,1.2020.1-1,1.2022.6-2,1.2022.6-2,,1.2024.1-1,1.2024.1-1
rubygem-tzinfo.spec,,1.2.5-2,2.0.2-1,2.0.2-1,2.0.5-2,2.0.5-2,,2.0.6-1,2.0.6-1
rubygem-unf_ext.spec,,0.0.7.6-1,0.0.7.6-1,0.0.7.7-3,0.0.8.2-4,0.0.8.2-4,,0.0.9.1-2,0.0.9.1-2
